Station,transmission_rate,log_transmission_rate,ground_lit,sat_lit,elevation_class
3523 - IK1JNS-UHF,0.05221518987341772,-2.952381832680377,True,True,High
431 - PE0SAT-11,1.0516795865633075,0.0503884924128132,False,True,Medium
2173 - PE0SAT-21,0.9612403100775194,-0.039530838756635205,False,True,Medium
1861 - LW2DYB,0.7304075235109718,-0.31415264921914393,False,False,High
2015 - Drachten,0.2791666666666667,-1.2759463039510253,False,True,High
812 - PF_DE_UHF_X_DIPOLE,0.007594936708860759,-4.880273476233012,False,True,High
1864 - SA2KNG Omni UHF/VHF,2.0388888888888888,0.7124049971643598,True,True,High
1523 - UHF Essendon,0.40473061760841,-0.9045335748881114,True,True,Medium
2012 - SP7THR-UHF,0.4686907020872865,-0.7578122119133851,True,True,Medium
2012 - SP7THR-UHF,0.4091778202676864,-0.8936054490430715,True,True,Medium
1864 - SA2KNG Omni UHF/VHF,2.6944444444444446,0.9911920400472729,True,True,High
431 - PE0SAT-11,0.9102244389027432,-0.09406407372407764,True,True,High
2173 - PE0SAT-21,0.3640897755610973,-1.0103548055982328,True,True,High
1466 - PE0SAT-12,2.0277777777777777,0.706940502692281,True,True,High
1710 - EU1AEM,0.289002557544757,-1.2413197412730252,False,True,Medium
1710 - EU1AEM,1.0705128205128205,0.06813780516721804,True,True,High
1710 - EU1AEM,0.16793893129770993,-1.7841548698428358,False,True,Medium
1710 - EU1AEM,0.10543130990415335,-2.249695629073673,True,True,High
1710 - EU1AEM,0.05531914893617021,-2.894636156682622,True,True,Low
2029 - EU1AEM,0.7848101265822784,-0.24231346742193,True,True,Low
2029 - EU1AEM,0.1762114537444934,-1.7360705633674662,True,True,Low
980 - PF_DE_UHF_Yagi,0.18333333333333332,-1.6964492894237302,True,True,High
2015 - Drachten,0.6761710794297352,-0.3913091588780321,True,True,High
812 - PF_DE_UHF_X_DIPOLE,0.0798004987531172,-2.528225524506843,True,True,High
1861 - LW2DYB,0.12941176470588237,-2.044755983691946,True,True,Medium
146 - RIYADH2,0.352112676056338,-1.0438040521731147,False,True,High
431 - PE0SAT-11,0.2578125,-1.3555227024531369,False,True,Medium
2173 - PE0SAT-21,0.5703125,-0.561570822771226,False,True,Medium
1861 - LW2DYB,0.6822429906542056,-0.3823693933135151,False,False,High
2015 - Drachten,0.2615062761506276,-1.341296995189155,False,True,Medium
2173 - PE0SAT-21,0.16666666666666666,-1.791759469228055,True,True,Low
1864 - SA2KNG Omni UHF/VHF,2.4444444444444446,0.8938178760220965,True,True,High
2968 - UX5UL,0.5873544093178037,-0.5321268776019108,True,True,High
2968 - UX5UL,0.16879795396419436,-1.7790528179589402,True,True,Low
2968 - UX5UL,1.003384094754653,0.0033783815916271906,False,True,High
2968 - UX5UL,0.36784140969163,-1.0001033856245929,True,True,Low
2968 - UX5UL,0.49750415973377704,-0.6981513611445211,True,True,High
2968 - UX5UL,0.9066213921901528,-0.09803034469139187,False,True,High
2968 - UX5UL,0.0718954248366013,-2.632542648594065,True,True,Low
2968 - UX5UL,0.12368421052631579,-2.0900236510103727,True,True,Low
1864 - SA2KNG Omni UHF/VHF,2.438888888888889,0.8915425621849611,True,True,High
2173 - PE0SAT-21,0.7,-0.35667494393873245,True,True,High
1710 - EU1AEM,1.0707070707070707,0.06831924397747723,False,True,Medium
1710 - EU1AEM,0.89171974522293,-0.11460338273900374,True,True,High
2029 - EU1AEM,0.07252747252747253,-2.62378985748447,True,True,Low
2029 - EU1AEM,2.884012539184953,1.0591825672582413,True,True,Low
980 - PF_DE_UHF_Yagi,0.1111111111111111,-2.1972245773362196,True,True,High
2015 - Drachten,0.23014256619144602,-1.46905630908218,True,True,High
812 - PF_DE_UHF_X_DIPOLE,0.19950124688279303,-1.6119347926326875,True,True,High
1861 - LW2DYB,0.12595419847328243,-2.071836942294617,True,True,Medium
1936 - VK4JBE-UHF,0.17586206896551723,-1.738055290256194,False,False,Medium
1861 - LW2DYB,0.5758513931888545,-0.5519056495094553,False,False,High
1864 - SA2KNG Omni UHF/VHF,1.5555555555555556,0.44183275227903923,True,True,High
3523 - IK1JNS-UHF,0.12861736334405144,-2.0509134580652977,False,True,High
812 - PF_DE_UHF_X_DIPOLE,0.017721518987341773,-4.0329756158458085,False,True,High
980 - PF_DE_UHF_Yagi,0.18333333333333332,-1.6964492894237302,False,True,High
2173 - PE0SAT-21,0.004830917874396135,-5.332718793265369,True,True,Low
1864 - SA2KNG Omni UHF/VHF,2.272222222222222,0.8207583051525913,True,True,High
1710 - EU1AEM,1.8161209068010076,0.5967028565977587,False,True,Medium
1710 - EU1AEM,1.2920634920634921,0.256240546616962,True,True,High
2029 - EU1AEM,1.75,0.5596157879354227,True,True,Low
980 - PF_DE_UHF_Yagi,0.18333333333333332,-1.6964492894237302,True,True,High
1861 - LW2DYB,0.17537313432835822,-1.740839378800798,True,True,Medium
431 - PE0SAT-11,1.6167979002624673,0.4804475884068189,False,True,Medium
2173 - PE0SAT-21,0.4015748031496063,-0.9123614537342655,False,True,Medium
1861 - LW2DYB,0.24691358024691357,-1.3987168811184478,False,False,High
2015 - Drachten,0.15578947368421053,-1.8592497108304713,False,True,Medium
1864 - SA2KNG Omni UHF/VHF,3.327777777777778,1.202304747225239,True,True,High
1523 - UHF Essendon,0.8720316622691293,-0.13692954579068534,True,True,Medium
1864 - SA2KNG Omni UHF/VHF,1.0833333333333333,0.08004270767353636,True,True,High
2968 - UX5UL,0.6307947019867549,-0.46077482280811405,True,True,High
431 - PE0SAT-11,0.4221105527638191,-0.8624880258811788,True,True,High
2173 - PE0SAT-21,0.09296482412060302,-2.3755340926402133,True,True,High
1710 - EU1AEM,1.2355889724310778,0.21154775715282673,False,True,Medium
1710 - EU1AEM,0.9082278481012658,-0.09625999782729106,True,True,High
2029 - EU1AEM,0.3201754385964912,-1.1388861878060497,True,True,Low
2029 - EU1AEM,1.99375,0.6900172875510177,True,True,Low
980 - PF_DE_UHF_Yagi,0.05555555555555555,-2.890371757896165,True,True,High
3523 - IK1JNS-UHF,0.1494435612082671,-1.9008364744304365,True,True,High
2012 - SP7THR-UHF,0.2198443579766537,-1.5148354467428247,True,True,Medium
1936 - VK4JBE-UHF,0.11743772241992882,-2.1418471078672656,False,False,Medium
431 - PE0SAT-11,0.6164021164021164,-0.48385574205388715,False,True,Medium
2173 - PE0SAT-21,0.3862433862433862,-0.9512875739112513,False,True,Medium
1864 - SA2KNG Omni UHF/VHF,1.4388888888888889,0.3638712108093274,True,True,High
2015 - Drachten,0.27906976744186046,-1.276293465905562,False,True,Medium
980 - PF_DE_UHF_Yagi,0.25,-1.3862943611198906,False,True,High
431 - PE0SAT-11,0.004464285714285714,-5.4116460518550396,True,True,Low
2173 - PE0SAT-21,0.14732142857142858,-1.9151384903885595,True,True,Low
1523 - UHF Essendon,0.5461741424802111,-0.6048174118170572,True,True,Medium
1936 - VK4JBE-UHF,0.5423728813559322,-0.6118015411059929,True,True,Medium
1864 - SA2KNG Omni UHF/VHF,1.8055555555555556,0.5908683314395271,True,True,High
431 - PE0SAT-11,0.906801007556675,-0.09783224923703476,True,True,High
2173 - PE0SAT-21,0.7229219143576826,-0.32445406492756934,True,True,High
1710 - EU1AEM,1.3805970149253732,0.3225160251274135,False,True,Medium
1710 - EU1AEM,1.4605678233438486,0.37882528020895345,True,True,High
2029 - EU1AEM,0.612691466083151,-0.4898937877249552,True,True,Low
2029 - EU1AEM,1.5420560747663552,0.43311663943867446,True,True,Low
3523 - IK1JNS-UHF,0.1305732484076433,-2.0358209192039456,True,True,High
91 - M0EYT / 2E0NOG,0.13095238095238096,-2.032921526044943,True,True,Medium
1864 - SA2KNG Omni UHF/VHF,1.5555555555555556,0.44183275227903923,True,True,High
431 - PE0SAT-11,0.3560606060606061,-1.0326543208763121,True,True,High
2173 - PE0SAT-21,0.9444444444444444,-0.05715841383994864,True,True,High
1710 - EU1AEM,0.861198738170347,-0.14942997869232091,True,True,High
1710 - EU1AEM,0.10232558139534884,-2.279595574769347,True,True,Low
2029 - EU1AEM,0.1111111111111111,-2.1972245773362196,True,True,Low
3600 - YO4DFT az 315 degrees -North West,0.14042553191489363,-1.9630779526776787,False,True,Medium
1936 - VK4JBE-UHF,1.0721311475409836,0.06964839428984176,True,True,Medium
1864 - SA2KNG Omni UHF/VHF,1.8833333333333333,0.6330432564902398,True,True,High
1710 - EU1AEM,1.5234567901234568,0.4209819567988487,False,True,Medium
1710 - EU1AEM,0.7767295597484277,-0.2526630461521996,True,True,Medium
2029 - EU1AEM,1.7173913043478262,0.5408064559779265,True,True,Low
812 - PF_DE_UHF_X_DIPOLE,0.015,-4.199705077879927,True,True,High
431 - PE0SAT-11,0.8648648648648649,-0.14518200984449783,False,True,Medium
2173 - PE0SAT-21,0.1864864864864865,-1.6793965010410108,False,True,Medium
1864 - SA2KNG Omni UHF/VHF,1.2166666666666666,0.19611487892629037,True,True,High
2968 - UX5UL,0.44166666666666665,-0.8171998292299242,True,True,Low
1936 - VK4JBE-UHF,0.6925566343042071,-0.367365261875894,True,True,Medium
2968 - UX5UL,0.22598870056497175,-1.4872702784598928,True,True,Low
1864 - SA2KNG Omni UHF/VHF,0.6277777777777778,-0.4655690321778698,True,True,High
2968 - UX5UL,1.0583333333333333,0.056695343676545294,True,True,High
3600 - YO4DFT az 315 degrees -North West,0.1735357917570499,-1.751371408322767,True,True,Medium
1710 - EU1AEM,1.5490196078431373,0.4376222197426958,False,True,Medium
1710 - EU1AEM,1.2319749216300941,0.20861850908441676,True,True,Medium
2029 - EU1AEM,0.65,-0.4307829160924542,True,True,Low
2029 - EU1AEM,1.91640866873065,0.6504529494619395,True,True,Low
3537 - IK1JNS-YAGI,0.12840466926070038,-2.05256852342874,True,True,High
2015 - Drachten,0.34291581108829566,-1.0702703106658347,True,True,High
3600 - YO4DFT az 315 degrees -North West,0.2575107296137339,-1.3566938913436,False,True,Medium
431 - PE0SAT-11,0.08991825613079019,-2.40885428658809,False,True,Medium
2015 - Drachten,0.14193548387096774,-1.9523826635609307,False,True,Medium
1864 - SA2KNG Omni UHF/VHF,2.85,1.0473189942805592,True,True,High
3523 - IK1JNS-UHF,0.10552763819095477,-2.2487823870010692,True,True,Low
1523 - UHF Essendon,0.5405046480743692,-0.6152520423572987,True,True,Medium
1936 - VK4JBE-UHF,0.7891373801916933,-0.23681485391217597,True,True,Medium
1864 - SA2KNG Omni UHF/VHF,0.4444444444444444,-0.8109302162163288,True,True,High
1710 - EU1AEM,0.5183374083129584,-0.6571288813707894,False,True,Medium
1710 - EU1AEM,1.3260188087774294,0.28218107626143335,True,True,Medium
2029 - EU1AEM,0.5608695652173913,-0.5782669045615233,True,True,Low
2029 - EU1AEM,1.4767801857585139,0.38986416766568466,True,True,Medium
2987 - VU2JEK_Nitin,0.3978201634877384,-0.9217552263462339,False,True,Medium
431 - PE0SAT-11,0.09065934065934066,-2.4006463061702603,False,True,Medium
2173 - PE0SAT-21,0.5686813186813187,-0.5644350743713716,False,True,Medium
1864 - SA2KNG Omni UHF/VHF,2.1166666666666667,0.7498425242364906,True,True,High
2173 - PE0SAT-21,0.019230769230769232,-3.951243718581427,True,True,Low
1936 - VK4JBE-UHF,1.053627760252366,0.052239219099419906,True,True,Medium
431 - PE0SAT-11,0.9897435897435898,-0.010309369658861213,True,True,High
2173 - PE0SAT-21,0.5692307692307692,-0.5634693572514127,True,True,High
1710 - EU1AEM,1.603125,0.4719548493769972,True,True,Medium
2029 - EU1AEM,1.0695652173913044,0.06725222700916747,True,True,Low
91 - M0EYT / 2E0NOG,0.12043795620437957,-2.11662054492159,True,True,Medium
2012 - SP7THR-UHF,0.19298245614035087,-1.6451559950361796,True,True,Medium
2987 - VU2JEK_Nitin,0.751358695652174,-0.2858721172065414,False,True,Medium
2968 - UX5UL,0.06707317073170732,-2.7019711550258276,True,True,Low
1864 - SA2KNG Omni UHF/VHF,2.0388888888888888,0.7124049971643598,True,True,High
2173 - PE0SAT-21,0.12359550561797752,-2.0907410969337694,True,True,Low
91 - M0EYT / 2E0NOG,0.19665271966527198,-1.626315950221452,True,True,Medium
1936 - VK4JBE-UHF,1.375,0.3184537311185346,True,True,Medium
1864 - SA2KNG Omni UHF/VHF,0.9666666666666667,-0.03390155167568134,True,True,High
1710 - EU1AEM,1.0193704600484261,0.019185240721348643,False,True,Medium
1710 - EU1AEM,1.9843260188087775,0.6852793193593316,True,True,Medium
2029 - EU1AEM,2.7685185185185186,1.0183123462664667,True,True,Medium
1861 - LW2DYB,0.36585365853658536,-1.0055218656020977,False,False,High
1523 - UHF Essendon,0.4090909090909091,-0.8938178760220964,True,True,Medium
1936 - VK4JBE-UHF,0.5170278637770898,-0.6596585108059014,True,True,High
1597 - YB8XM,0.033962264150943396,-3.382505248650003,True,True,Medium
2012 - SP7THR-UHF,0.6189555125725339,-0.4797218787146568,True,True,Medium
2987 - VU2JEK_Nitin,0.6108786610878661,-0.49285693022317417,True,True,Low
1864 - SA2KNG Omni UHF/VHF,2.4055555555555554,0.8777808771122795,True,True,Medium
2968 - UX5UL,0.6605042016806723,-0.41475179367636855,True,True,Medium
1710 - EU1AEM,0.8208232445520581,-0.19744748558058248,False,True,Medium
1710 - EU1AEM,1.45,0.371563556432483,True,True,Medium
2029 - EU1AEM,0.6840958605664488,-0.3796572241522918,True,True,Low
2029 - EU1AEM,1.2222222222222223,0.20067069546215124,True,True,Medium
2968 - UX5UL,0.48497854077253216,-0.72365063485336,True,True,Low
2015 - Drachten,0.37060041407867494,-0.9926308478118177,True,True,High
812 - PF_DE_UHF_X_DIPOLE,0.03807106598984772,-3.268300708195724,True,True,High
2410 - GAO UHF,1.303234501347709,0.2648492522859139,False,True,Medium
2987 - VU2JEK_Nitin,0.18585298196948682,-1.6827993373340377,True,True,Low
1864 - SA2KNG Omni UHF/VHF,0.7055555555555556,-0.34876976443161906,True,True,Medium
1710 - EU1AEM,0.4771084337349398,-0.740011489536163,False,True,Low
1710 - EU1AEM,1.5875,0.4621604517847096,True,True,Medium
2029 - EU1AEM,0.7065217391304348,-0.34740130715340317,True,True,Low
2029 - EU1AEM,2.4246153846153846,0.8856729075281417,True,True,Medium
1523 - UHF Essendon,0.0453920220082531,-3.092418916067039,False,False,Medium
2968 - UX5UL,0.15077989601386482,-1.8919341478535159,False,True,Medium
2968 - UX5UL,0.7420634920634921,-0.29832047065683664,True,True,Low
3523 - IK1JNS-UHF,0.02922077922077922,-3.532875205637355,False,True,High
812 - PF_DE_UHF_X_DIPOLE,0.05511811023622047,-2.898276937403278,False,True,Medium
91 - M0EYT / 2E0NOG,0.12790697674418605,-2.056452023455137,True,True,Medium
1936 - VK4JBE-UHF,1.5060975609756098,0.40952190880377876,True,True,High
2012 - SP7THR-UHF,0.527027027027027,-0.6405034470745234,True,True,Medium
2012 - SP7THR-UHF,0.4346153846153846,-0.8332938123031871,True,True,Medium
2987 - VU2JEK_Nitin,0.3052486187845304,-1.1866286908679635,True,True,Medium
1864 - SA2KNG Omni UHF/VHF,2.9555555555555557,1.083686638451434,True,True,Medium
2173 - PE0SAT-21,0.6824146981627297,-0.38211774411117316,True,True,Medium
431 - PE0SAT-11,0.31496062992125984,-1.155307632344655,True,True,Medium
1710 - EU1AEM,1.0168269230769231,0.016686918785014736,False,True,Low
1710 - EU1AEM,1.1713395638629283,0.15814802025987856,True,True,Medium
2029 - EU1AEM,1.1331877729257642,0.1250346990517037,True,True,Low
2029 - EU1AEM,1.873456790123457,0.627785275267169,True,True,Medium
812 - PF_DE_UHF_X_DIPOLE,0.09743589743589744,-2.3285605793973065,True,True,High
2015 - Drachten,0.3883089770354906,-0.945953923697714,True,True,High
2410 - GAO UHF,1.7771883289124668,0.575032524937001,True,True,High
1936 - VK4JBE-UHF,0.24479166666666666,-1.407347770317723,False,False,Low
1523 - UHF Essendon,0.09041095890410959,-2.4033897921160112,False,False,Medium
2987 - VU2JEK_Nitin,0.6135135135135135,-0.48855298815686754,False,True,High
2968 - UX5UL,0.9807355516637478,-0.019452425926815294,False,True,Medium
2968 - UX5UL,0.5566600397614314,-0.5858005669304895,True,True,Low
2968 - UX5UL,0.1213235294117647,-2.109294504829517,True,True,Low
2968 - UX5UL,1.2559726962457338,0.22791032915186366,True,True,Medium
2968 - UX5UL,1.1213389121338913,0.11452342857934604,True,True,Low
2968 - UX5UL,1.1672535211267605,0.15465357146471112,False,True,Medium
2968 - UX5UL,1.0769230769230769,0.07410797215372183,True,True,Low
2968 - UX5UL,1.1217838765008576,0.11492016510670633,True,True,Medium
2968 - UX5UL,0.09710743801652892,-2.3319373050065733,True,True,Low
1864 - SA2KNG Omni UHF/VHF,1.6333333333333333,0.4906229164484712,True,True,High
2410 - GAO UHF,1.2516823687752354,0.22448854142954236,False,True,High
3523 - IK1JNS-UHF,0.07642276422764227,-2.5714746660964596,False,True,High
2987 - VU2JEK_Nitin,0.624484181568088,-0.47082927949217135,True,True,Medium
2173 - PE0SAT-21,0.1349206349206349,-2.003068562895262,True,True,Medium
1710 - EU1AEM,0.6714628297362111,-0.3982966186295518,False,True,Low
1710 - EU1AEM,1.6125,0.4777857696877905,True,True,Medium
2029 - EU1AEM,0.888646288209607,-0.11805599867158995,True,True,Low
2029 - EU1AEM,0.9012345679012346,-0.10398971352404764,True,True,Medium
1861 - LW2DYB,0.5524691358024691,-0.5933577099515743,True,True,Medium
3538 - PU4ELT,0.13602941176470587,-1.994884153651773,True,True,High
2012 - SP7THR-UHF,0.09090909090909091,-2.3978952727983707,True,True,Medium
2012 - SP7THR-UHF,0.2164750957854406,-1.530279769170298,True,True,Medium
2987 - VU2JEK_Nitin,0.8059299191374663,-0.21575848921674878,False,True,High
2173 - PE0SAT-21,0.0967741935483871,-2.3353749158170367,False,True,Medium
1864 - SA2KNG Omni UHF/VHF,1.738888888888889,0.5532463396499429,True,True,High
3523 - IK1JNS-UHF,0.2495921696574225,-1.3879270145437759,False,True,Medium
2173 - PE0SAT-21,0.040268456375838924,-3.2121868367174042,True,True,Low
1936 - VK4JBE-UHF,1.3825301204819278,0.3239152411440567,True,True,High
1864 - SA2KNG Omni UHF/VHF,2.0388888888888888,0.7124049971643598,True,True,Medium
1710 - EU1AEM,1.162291169451074,0.1503932031604521,False,True,Low
1710 - EU1AEM,1.08125,0.07811777926395207,True,True,Medium
2029 - EU1AEM,1.5154320987654322,0.4157006120021912,True,True,Medium
1861 - LW2DYB,0.2668711656441718,-1.3209892627121238,True,True,High
91 - M0EYT / 2E0NOG,0.11148648648648649,-2.1938518928575803,True,True,Medium
3538 - PU4ELT,0.12267657992565056,-2.098203818135359,True,True,High
2934 - UFS-GS,0.06693711967545639,-2.70400161257621,True,True,High
2987 - VU2JEK_Nitin,0.5741239892183289,-0.55490989689801,False,True,High
1861 - LW2DYB,0.1021671826625387,-2.281144761756176,False,False,High
2410 - GAO UHF,1.2150537634408602,0.19478832555908465,False,True,High
3523 - IK1JNS-UHF,0.11292962356792144,-2.180990454574336,False,True,Medium
2968 - UX5UL,0.7495145631067961,-0.2883295311989053,True,True,Low
1864 - SA2KNG Omni UHF/VHF,2.9944444444444445,1.0967587200187867,True,True,High
1864 - SA2KNG Omni UHF/VHF,1.8555555555555556,0.6181841420864901,True,True,Medium
431 - PE0SAT-11,0.21505376344086022,-1.536867219599265,True,True,Medium
2173 - PE0SAT-21,0.21505376344086022,-1.536867219599265,True,True,Medium
1710 - EU1AEM,0.819047619047619,-0.19961305390401568,False,True,Low
2029 - EU1AEM,1.1291028446389497,0.12142337458735808,True,True,Low
2029 - EU1AEM,2.324074074074074,0.8433217120075641,True,True,Medium
1861 - LW2DYB,0.5653495440729484,-0.5703110770521707,True,True,High
2012 - SP7THR-UHF,0.4312977099236641,-0.8409566850487563,True,True,Medium
2012 - SP7THR-UHF,0.7870722433460076,-0.23943523891239554,True,True,Medium
2012 - SP7THR-UHF,1.2007648183556405,0.18295870240327577,True,True,Medium
2934 - UFS-GS,0.06707317073170732,-2.7019711550258276,True,True,High
2173 - PE0SAT-21,0.09667673716012085,-2.3363824725773363,False,True,Medium
1864 - SA2KNG Omni UHF/VHF,2.7055555555555557,0.9953072721923795,True,True,High
2410 - GAO UHF,1.323489932885906,0.28027213622307584,False,True,High
91 - M0EYT / 2E0NOG,0.5053763440860215,-0.6824518914431974,True,True,Medium
812 - PF_DE_UHF_X_DIPOLE,0.2857142857142857,-1.252762968495368,False,True,Medium
1936 - VK4JBE-UHF,1.4580838323353293,0.3771231301058894,True,True,High
431 - PE0SAT-11,0.0975609756097561,-2.327277705584417,True,True,Medium
2173 - PE0SAT-21,0.013550135501355014,-4.301358731606427,True,True,Medium
1710 - EU1AEM,1.3985680190930787,0.33544886965487486,False,True,Low
2029 - EU1AEM,2.4674922600619196,0.9032023555675586,True,True,Medium
91 - M0EYT / 2E0NOG,0.26490066225165565,-1.328400382700988,True,True,Medium
2012 - SP7THR-UHF,0.7988614800759013,-0.22456771485898094,True,True,Medium
2012 - SP7THR-UHF,0.8419047619047619,-0.17208838051392558,True,True,Medium
2934 - UFS-GS,0.06720977596741344,-2.6999365663280406,True,True,High
2410 - GAO UHF,1.676510067114094,0.5167142917460182,False,True,High
1864 - SA2KNG Omni UHF/VHF,2.8222222222222224,1.0375245966882716,True,True,High
1936 - VK4JBE-UHF,0.9134328358208955,-0.09054542987268567,True,True,High
2987 - VU2JEK_Nitin,0.1978319783197832,-1.6203372028921361,True,True,Medium
1710 - EU1AEM,1.021875,0.021639175103481248,True,True,Medium
2029 - EU1AEM,4.244582043343653,1.4456433563396578,True,True,Medium
431 - PE0SAT-11,0.011904761904761904,-4.430816798843313,True,True,Low
1861 - LW2DYB,0.1981981981981982,-1.6184877479540183,True,True,High
91 - M0EYT / 2E0NOG,0.1540983606557377,-1.870164174897353,True,True,Medium
6 - Apomahon,0.26666666666666666,-1.3217558399823195,True,True,Medium
2968 - UX5UL,0.05871886120996441,-2.834994288427211,False,True,Medium
2968 - UX5UL,0.9184060721062619,-0.08511564182473057,True,True,Low
2968 - UX5UL,0.3283582089552239,-1.11365016603265,True,True,Low
2968 - UX5UL,1.7058823529411764,0.5340824859302579,True,True,Medium
2968 - UX5UL,2.6882352941176473,0.988884953843943,True,True,Low
431 - PE0SAT-11,0.003134796238244514,-5.765191102784844,False,True,Low
2410 - GAO UHF,1.9986595174262736,0.6924767145609776,False,True,High
2968 - UX5UL,1.1600753295668549,0.14848494229158085,True,True,Low
2173 - PE0SAT-21,0.103125,-2.271813434327292,True,True,Medium
1936 - VK4JBE-UHF,1.173134328358209,0.15967908004419482,True,True,High
3538 - PU4ELT,0.004166666666666667,-5.480638923341991,False,False,Medium
2012 - SP7THR-UHF,0.6843100189035917,-0.3793442200325283,True,True,Medium
2012 - SP7THR-UHF,0.7229601518026565,-0.32440117341466146,True,True,Medium
2012 - SP7THR-UHF,0.7570621468926554,-0.27830993262291776,True,True,Medium
2968 - UX5UL,0.18333333333333332,-1.6964492894237302,True,True,Low
2968 - UX5UL,1.9565217391304348,0.6711682738411701,True,True,Medium
1710 - EU1AEM,1.1377672209026128,0.12906776372853382,False,True,Low
1710 - EU1AEM,2.300940438871473,0.8333179258296709,True,True,Medium
2029 - EU1AEM,0.9040247678018576,-0.10089852095437479,True,True,Medium
2968 - UX5UL,2.1186770428015564,0.7507918574777954,True,True,Low
1861 - LW2DYB,0.5359281437125748,-0.6237551871359455,True,True,High
91 - M0EYT / 2E0NOG,0.10749185667752444,-2.230340186120717,True,True,Medium
2617 - K2PI,0.00796812749003984,-4.832305758571839,True,True,High
2968 - UX5UL,0.8402154398563735,-0.1740969440096372,False,True,Medium
431 - PE0SAT-11,0.055384615384615386,-2.893453424433573,True,True,Medium
2173 - PE0SAT-21,0.03076923076923077,-3.481240089335692,True,True,Medium
2968 - UX5UL,0.5757009345794393,-0.552166963922432,True,True,Low
2015 - Drachten,0.06588235294117648,-2.719884658749213,True,True,Medium
1936 - VK4JBE-UHF,1.1197604790419162,0.11311480443783156,True,True,High
3123 - CatSat RadioRanch,2.2258953168044076,0.8001592242562445,False,True,High
2968 - UX5UL,1.556719022687609,0.4425804158652698,True,True,Medium
1710 - EU1AEM,0.8052256532066508,-0.21663272630193114,False,True,Low
1710 - EU1AEM,1.8927444794952681,0.6380278813388658,True,True,Medium
2029 - EU1AEM,1.6119733924611974,0.47745913803084106,True,True,Low
2029 - EU1AEM,3.111801242236025,1.1352017361004019,True,True,Medium
2968 - UX5UL,2.5645472061657033,0.941781935229223,True,True,Low
91 - M0EYT / 2E0NOG,1.226537216828479,0.20419492818468085,True,True,Medium
2617 - K2PI,0.09946949602122016,-2.3079042544716457,True,True,High
2968 - UX5UL,1.1066907775768535,0.10137428098999128,False,True,Medium
1864 - SA2KNG Omni UHF/VHF,5.044444444444444,1.6182875277110829,True,True,High
2015 - Drachten,0.21226415094339623,-1.5499237849016927,False,True,Low
2968 - UX5UL,0.4721189591078067,-0.7505242931432478,True,True,Low
431 - PE0SAT-11,0.20303030303030303,-1.5944000350695597,True,True,Medium
1936 - VK4JBE-UHF,1.218562874251497,0.1976721924658945,True,True,High
3538 - PU4ELT,0.13095238095238096,-2.032921526044943,False,False,Medium
71 - PV8DX,0.20232558139534884,-1.5978770900330244,False,False,Medium
2012 - SP7THR-UHF,0.8185255198487713,-0.20025070385580948,True,True,Medium
2012 - SP7THR-UHF,0.9548872180451128,-0.04616204176316249,True,True,Medium
2012 - SP7THR-UHF,0.615819209039548,-0.4848018503446855,True,True,Medium
2012 - SP7THR-UHF,0.900562851782364,-0.10473532026390796,True,True,High
2968 - UX5UL,1.5192982456140351,0.41824854773383935,True,True,Medium
1710 - EU1AEM,0.4584323040380047,-0.779942644777496,False,True,Low
1710 - EU1AEM,2.359621451104101,0.8585012040971967,True,True,Medium
2029 - EU1AEM,1.4832962138084633,0.3942667827981349,True,True,Low
2029 - EU1AEM,3.046583850931677,1.114020914020955,True,True,Medium
812 - PF_DE_UHF_X_DIPOLE,0.04878048780487805,-3.0204248861443626,True,True,Medium
2968 - UX5UL,1.6698473282442747,0.5127322020365722,True,True,Low
1861 - LW2DYB,0.45535714285714285,-0.7866732385707688,True,True,High
2987 - VU2JEK_Nitin,0.8613728129205922,-0.14922786836404162,False,True,High
1864 - SA2KNG Omni UHF/VHF,5.083333333333333,1.6259672143853108,True,True,High
431 - PE0SAT-11,0.09880239520958084,-2.31463343151022,True,True,Medium
2968 - UX5UL,0.6349206349206349,-0.45425527227759643,True,True,Medium
2173 - PE0SAT-21,0.18815331010452963,-1.6704981691953467,True,True,Low
71 - PV8DX,0.05092592592592592,-2.9773831348857946,True,True,Medium
2012 - SP7THR-UHF,1.0789473684210527,0.07598590697792205,True,True,Medium
6 - Apomahon,0.6907216494845361,-0.37001835911241676,True,True,Medium
3600 - YO4DFT az 315 degrees -North West,0.1353637901861252,-1.9997893827322166,False,True,Low
431 - PE0SAT-11,0.0029069767441860465,-5.840641657373398,True,True,Medium
3538 - PU4ELT,0.004629629629629629,-5.375278407684165,True,True,Medium
71 - PV8DX,0.19863013698630136,-1.6163107917218624,True,True,Medium
71 - PV8DX,0.020134228187919462,-3.9053340172773496,False,False,Medium
71 - PV8DX,0.009009009009009009,-4.709530201312334,True,True,Medium
3122 - Lovets,0.1590909090909091,-1.8382794848629478,False,True,Medium
3523 - IK1JNS-UHF,0.0444015444015444,-3.1144810263303335,True,True,Low
2617 - K2PI,0.033783783783783786,-3.3877743613300146,False,True,High
431 - PE0SAT-11,0.020958083832335328,-3.8652308439213874,True,True,Medium
1710 - EU1AEM,0.38338658146964855,-0.9587114477581072,True,True,Medium
2029 - EU1AEM,0.00683371298405467,-4.9858871244070615,True,True,Medium
431 - PE0SAT-11,0.022653721682847898,-3.787431127842432,True,True,Low
71 - PV8DX,0.0378619153674833,-3.2738095436860384,True,True,Medium
